timestamp,fps,memory_mb,num_tracks,frame_number
39.784,2.12,1314.78,8,79
40.286,2.15,1314.78,8,80
40.777,2.22,1314.78,8,81
41.253,2.19,1314.78,8,82
41.743,2.18,1314.78,8,83
42.231,2.19,1315.21,8,84
42.713,2.2,1315.21,8,85
43.204,2.12,1315.21,9,86
43.704,2.1,1315.21,9,87
44.209,1.98,1315.21,9,88
44.746,1.94,1315.21,9,89
45.29,2.12,1315.21,9,90
45.793,2.11,1315.21,9,91
46.296,2.13,1315.22,9,92
46.794,2.13,1315.23,7,93
47.295,2.13,1315.22,7,94
47.793,2.2,1315.22,7,95
48.277,2.11,1315.22,7,96
48.778,2.08,1315.22,8,97
49.288,2.13,1315.22,8,98
49.786,2.12,1315.22,7,99
50.295,2.13,1315.23,7,100
50.793,2.14,1315.23,7,101
51.29,2.15,1315.23,7,102
51.784,2.13,1315.23,7,103
52.282,2.15,1315.23,7,104
52.779,2.13,1315.22,7,105
53.283,2.12,1315.22,7,106
53.783,2.1,1315.22,7,107
54.289,2.13,1315.22,7,108
54.788,2.12,1315.22,7,109
55.282,2.09,1315.25,7,110
55.797,2.11,1315.25,6,111
56.299,2.13,1315.25,6,112
56.795,2.2,1315.25,6,113
57.277,2.13,1315.25,6,114
57.773,2.13,1315.26,6,115
58.267,2.12,1315.26,6,116
58.766,2.13,1315.26,6,117
59.264,2.13,1315.26,6,118
59.766,1.89,1315.27,6,119
60.329,2.1,1315.26,6,120
60.834,2.06,1315.26,6,121
61.349,2.14,1315.26,6,122
61.844,2.03,1315.26,6,123
62.365,2.11,1315.26,6,124
62.866,2.14,1315.27,6,125
63.361,2.04,1315.27,6,126
63.88,2.08,1315.26,6,127
64.399,1.98,1315.27,6,128
64.928,2.03,1315.26,6,129
65.452,2.08,1315.26,6,130
65.962,2.09,1315.26,6,131
66.47,2.04,1315.27,6,132
66.992,2.08,1315.27,7,133
67.5,2.02,1315.27,7,134
68.034,2.04,1315.26,7,135
68.553,2.11,1315.35,7,136
69.062,2.0,1315.36,8,137
69.594,1.74,1315.35,8,138
70.205,0.76,1315.27,7,139
71.569,1.3,1315.39,7,140
72.369,1.75,1315.39,7,141
72.974,1.8,1315.39,7,142
73.562,1.83,1315.39,7,143
74.143,1.76,1315.39,7,144
74.748,1.83,1315.39,7,145
75.328,1.82,1315.39,7,146
75.911,1.85,1315.39,7,147
76.482,1.77,1316.39,7,148
77.083,1.82,1316.39,7,149
77.664,1.84,1316.39,7,150
78.245,1.86,1316.4,7,151
78.82,1.84,1317.39,7,152
79.394,1.88,1317.39,7,153
79.956,1.58,1317.39,7,154
80.639,1.25,1317.39,7,155
81.48,1.66,1317.36,7,156
82.115,2.05,1317.36,8,157
82.632,2.0,1317.37,8,158
83.159,2.11,1317.36,8,159
83.656,1.92,1317.36,8,160
84.227,2.04,1317.38,8,161
84.751,2.11,1317.37,8,162
85.255,2.19,1317.37,8,163
85.748,2.09,1317.38,9,164
86.255,2.16,1317.38,8,165
86.746,2.17,1317.37,7,166
87.248,2.19,1317.37,7,167
87.73,2.18,1317.37,7,168
88.218,2.19,1317.37,7,169
88.706,2.19,1317.37,7,170
89.192,2.17,1317.37,7,171
89.681,2.2,1317.37,7,172
90.164,2.18,1317.37,7,173
90.648,2.14,1317.37,7,174
91.154,2.1,1317.38,7,175
91.656,2.18,1317.38,8,176
92.143,2.24,1317.38,7,177
92.618,2.27,1318.37,7,178
93.087,2.26,1318.38,7,179
93.556,2.25,1318.38,6,180
94.028,2.26,1318.38,6,181
94.5,2.24,1318.38,6,182
94.973,2.25,1318.38,6,183
95.445,2.25,1318.38,6,184
95.918,2.24,1318.38,6,185
96.391,2.24,1318.38,6,186
96.864,2.25,1318.38,6,187
97.336,2.27,1318.38,6,188
97.812,2.23,1318.37,7,189
98.295,2.33,1318.38,6,190
98.753,2.31,1318.38,6,191
99.216,2.25,1318.38,6,192
99.689,2.32,1318.38,5,193
100.147,2.23,1318.42,6,194
100.622,2.31,1318.43,5,195
101.081,2.34,1318.43,5,196
101.537,2.35,1318.43,5,197
101.998,2.33,1318.43,5,198
102.455,2.34,1318.43,5,199
102.909,2.26,1318.43,6,200
103.377,2.33,1318.43,5,201
103.83,2.24,1318.43,6,202
104.301,2.2,1318.43,6,203
104.783,2.25,1318.43,6,204
105.254,2.18,1318.42,7,205
105.742,2.27,1318.43,5,206
106.209,2.33,1318.43,5,207
106.665,2.31,1318.43,5,208
107.125,2.33,1318.43,5,209
107.582,2.35,1318.43,5,210
108.044,2.3,1318.86,5,211
108.505,2.34,1318.86,5,212
108.96,2.34,1318.86,5,213
109.421,2.31,1318.86,5,214
109.889,2.31,1318.86,5,215
110.355,2.34,1318.86,5,216
110.81,2.33,1318.86,5,217
111.267,2.32,1318.86,5,218
111.725,2.33,1318.86,4,219
112.179,2.26,1318.85,5,220
112.656,2.26,1318.86,5,221
113.125,2.19,1318.86,6,222
113.607,2.2,1318.85,6,223
114.09,2.24,1318.86,5,224
114.561,2.26,1318.86,5,225
115.027,2.24,1318.85,6,226
115.501,2.24,1318.85,5,227
115.975,2.26,1318.86,5,228
116.439,2.25,1318.86,5,229
116.91,2.36,1318.86,5,230
117.362,2.34,1318.86,5,231
117.817,2.32,1318.86,5,232
118.276,2.34,1318.86,5,233
118.727,2.29,1318.86,5,234
119.197,2.31,1318.86,5,235
119.657,2.22,1318.85,5,236
