timestamp,fps,memory_mb,num_tracks,frame_number
0.0,0.53,1199.71,4,1
1.949,1.53,1217.66,3,2
2.638,1.34,1217.77,4,3
3.419,1.36,1222.18,4,4
4.955,1.35,1223.4,4,5
5.733,1.57,1224.55,4,6
6.405,2.02,1224.59,4,7
6.932,2.24,1224.58,4,8
7.407,2.22,1225.69,5,9
7.884,2.28,1225.69,4,10
8.346,2.22,1225.69,4,11
8.825,2.19,1225.69,5,12
9.31,2.21,1226.8,5,13
9.792,2.19,1226.8,5,14
10.277,2.27,1226.8,5,15
10.744,2.25,1226.83,5,16
11.214,2.27,1226.84,5,17
11.679,2.28,1226.84,5,18
12.144,2.29,1226.84,5,19
12.606,2.26,1227.27,5,20
13.077,2.27,1227.29,5,21
13.546,2.27,1227.29,5,22
14.01,2.29,1227.28,5,23
14.476,2.22,1227.29,5,24
14.953,2.2,1227.34,6,25
15.436,2.13,1227.4,6,26
15.933,2.21,1228.39,6,27
16.41,2.27,1228.43,6,28
16.878,2.13,1228.43,6,29
17.378,2.28,1228.44,5,30
17.851,2.18,1229.45,6,31
18.336,2.15,1229.46,7,32
18.827,2.22,1229.46,6,33
19.305,2.08,1229.62,8,34
19.813,2.01,1229.63,8,35
20.337,2.09,1229.62,8,36
20.843,2.14,1229.66,8,37
21.335,2.02,1229.67,9,38
21.862,2.03,1229.68,8,39
22.381,2.02,1229.68,9,40
22.903,1.97,1229.68,9,41
23.437,1.72,1229.68,8,42
24.056,2.08,1229.68,8,43
24.564,2.06,1229.68,8,44
25.073,1.97,1229.68,10,45
25.61,2.07,1229.68,10,46
26.118,2.01,1229.68,10,47
26.643,2.17,1229.69,10,48
27.129,2.18,1229.7,10,49
27.616,2.12,1230.47,11,50
28.115,2.19,1230.46,10,51
28.599,2.18,1230.46,11,52
29.085,2.17,1230.47,11,53
29.572,2.05,1230.47,12,54
30.086,2.12,1230.47,11,55
30.586,1.96,1230.5,12,56
31.124,2.13,1230.5,11,57
31.622,2.15,1230.5,11,58
32.111,2.14,1230.51,12,59
32.607,2.1,1230.5,12,60
33.118,2.05,1230.5,13,61
33.631,2.08,1231.51,12,62
34.143,1.98,1231.51,12,63
34.683,1.93,1231.51,13,64
35.227,2.16,1231.51,12,65
35.714,2.12,1231.51,11,66
36.212,2.12,1231.51,11,67
36.712,2.1,1231.51,11,68
37.216,2.13,1231.51,11,69
37.712,2.12,1231.54,11,70
38.213,2.13,1231.54,11,71
38.709,2.17,1231.53,11,72
39.195,2.13,1231.54,11,73
39.693,2.09,1231.53,11,74
40.201,2.12,1231.53,11,75
40.7,2.13,1231.54,11,76
41.197,2.13,1231.53,11,77
41.694,2.12,1231.47,8,78
42.193,2.12,1231.47,8,79
42.689,2.13,1231.47,8,80
43.186,2.2,1231.47,8,81
43.667,2.17,1231.47,8,82
44.154,2.19,1231.47,8,83
44.641,2.16,1231.9,8,84
45.131,2.19,1231.9,8,85
45.615,2.12,1231.9,9,86
46.112,2.1,1231.91,9,87
46.613,2.12,1231.91,9,88
