timestamp,fps,memory_mb,num_tracks,frame_number
0.0,0.53,1280.89,4,1
1.925,1.96,1297.99,3,2
2.475,2.11,1298.89,4,3
2.981,2.09,1303.18,4,4
3.49,2.27,1304.29,4,5
3.962,2.21,1305.43,4,6
4.448,2.23,1305.46,4,7
4.932,2.26,1305.46,4,8
5.407,2.21,1306.57,5,9
5.889,2.29,1306.59,4,10
6.358,2.29,1306.59,4,11
6.825,2.17,1306.59,5,12
7.32,2.22,1307.71,5,13
7.802,2.21,1307.71,5,14
8.285,2.26,1307.71,5,15
8.758,2.18,1307.75,5,16
9.25,2.28,1307.75,5,17
9.721,2.26,1307.76,5,18
10.194,2.28,1307.76,5,19
10.665,2.29,1308.2,5,20
11.136,2.27,1308.2,5,21
11.609,2.28,1308.22,5,22
12.08,2.29,1308.22,5,23
12.548,2.27,1308.23,5,24
13.02,2.21,1308.32,6,25
13.505,2.21,1308.32,6,26
13.989,2.2,1309.31,6,27
14.486,2.22,1309.34,6,28
14.97,2.2,1309.34,6,29
15.458,2.26,1309.35,5,30
15.938,2.14,1310.39,6,31
16.435,2.13,1310.44,7,32
16.935,2.19,1310.43,6,33
17.422,2.09,1310.46,8,34
17.931,2.03,1310.48,8,35
18.456,2.0,1310.52,8,36
18.976,2.06,1310.57,8,37
19.496,1.61,1310.59,9,38
