timestamp,fps,memory_mb,num_tracks,frame_number
0.0,0.64,1281.25,4,1
1.611,2.15,1299.54,3,2
2.109,2.31,1299.66,4,3
2.573,2.3,1304.06,4,4
3.039,2.31,1305.26,4,5
3.505,2.31,1306.4,4,6
3.967,2.28,1306.43,4,7
4.43,2.3,1306.43,4,8
4.898,2.22,1307.55,5,9
5.382,2.31,1307.55,4,10
5.845,2.3,1307.55,4,11
6.308,2.21,1307.55,5,12
6.792,2.22,1308.66,5,13
7.274,2.24,1308.66,5,14
7.748,2.3,1308.66,5,15
8.212,2.29,1308.69,5,16
8.682,2.28,1308.7,5,17
9.151,2.29,1308.7,5,18
9.62,2.29,1308.7,5,19
10.087,2.29,1309.12,5,20
10.555,2.3,1309.14,5,21
11.021,2.28,1309.14,5,22
11.486,2.32,1309.14,5,23
11.948,2.3,1309.14,5,24
12.413,2.21,1309.2,6,25
12.895,2.22,1309.23,6,26
13.384,2.22,1310.22,6,27
13.866,2.29,1310.26,6,28
14.332,2.22,1310.31,6,29
14.813,2.3,1310.32,5,30
15.282,2.23,1311.32,6,31
15.765,2.16,1311.33,7,32
16.258,2.21,1311.32,6,33
16.74,2.1,1311.35,8,34
17.248,2.05,1311.36,8,35
17.769,2.08,1311.36,8,36
18.278,2.16,1311.39,8,37
18.771,2.11,1311.4,9,38
19.275,2.15,1311.42,8,39
19.771,2.09,1311.42,9,40
20.277,2.07,1311.42,9,41
20.791,2.14,1311.42,8,42
21.29,2.14,1311.42,8,43
21.786,2.15,1311.42,8,44
22.282,2.04,1311.42,10,45
22.804,2.09,1311.41,10,46
23.314,1.97,1311.42,10,47
23.853,2.2,1311.41,10,48
24.339,2.18,1311.42,10,49
24.831,2.14,1312.2,11,50
25.333,2.15,1312.18,10,51
25.827,2.2,1312.18,11,52
26.315,2.18,1312.19,11,53
26.805,2.08,1312.19,12,54
27.314,2.14,1312.2,11,55
27.813,2.08,1312.19,12,56
28.324,2.14,1312.19,11,57
28.822,2.2,1312.19,11,58
29.308,2.13,1312.2,12,59
29.813,2.1,1312.2,12,60
