timestamp,fps,memory_mb,num_tracks,frame_number
0.0,0.92,1081.33,4,1
1.126,1.98,1102.51,3,2
1.659,2.4,1103.41,4,3
2.1,2.47,1108.66,4,4
2.526,2.4,1108.72,4,5
2.966,2.38,1110.91,4,6
3.409,2.25,1110.92,4,7
3.876,2.41,1108.89,4,8
4.317,2.34,1111.8,4,9
4.776,2.37,1110.75,4,10
5.219,2.39,1110.75,4,11
5.66,2.37,1110.01,4,12
6.105,2.38,1112.18,4,13
6.546,2.38,1111.12,4,14
7.0,2.4,1111.86,4,15
7.437,2.37,1112.18,4,16
7.88,2.39,1112.19,4,17
8.323,2.36,1112.19,4,18
8.768,2.32,1108.31,4,19
9.221,2.35,1112.29,4,20
9.667,2.36,1112.61,4,21
10.118,2.41,1112.29,4,22
10.554,2.41,1112.61,4,23
10.992,2.33,1110.52,4,24
11.443,2.4,1110.7,4,25
11.887,2.41,1111.19,5,26
12.323,2.38,1112.45,4,27
12.767,2.41,1112.45,4,28
13.203,2.36,1112.45,4,29
13.648,2.35,1113.15,4,30
14.11,2.35,1115.22,4,31
14.559,2.38,1115.24,6,32
15.006,2.38,1114.17,5,33
15.449,2.38,1114.19,6,34
15.902,2.39,1115.26,6,35
16.344,2.3,1114.27,7,36
16.8,2.38,1116.91,6,37
17.242,2.38,1115.85,6,38
17.689,2.36,1116.93,6,39
18.138,2.38,1115.86,6,40
18.58,2.35,1114.89,7,41
19.024,2.37,1114.89,6,42
19.466,2.37,1115.95,6,43
19.912,2.37,1116.7,6,44
20.354,2.39,1115.95,6,45
20.794,2.36,1115.63,6,46
21.242,2.35,1115.96,6,47
21.694,2.35,1114.89,5,48
22.142,2.4,1113.39,5,49
22.584,2.34,1114.32,6,50
23.035,2.46,1114.37,5,51
23.467,2.37,1116.12,5,52
23.918,2.35,1116.12,5,53
24.365,2.36,1115.12,6,54
24.811,2.24,1117.72,6,55
25.282,2.3,1117.72,6,56
25.738,2.36,1116.66,6,57
26.185,2.38,1116.67,5,58
26.627,2.36,1116.66,6,59
27.074,2.36,1116.66,6,60
27.52,2.37,1117.72,6,61
27.967,2.26,1118.72,6,62
28.433,2.41,1118.72,5,63
28.872,2.37,1117.66,5,64
29.316,2.31,1117.66,5,65
29.774,2.36,1117.66,5,66
