timestamp,fps,memory_mb,num_tracks,frame_number
0.0,0.86,479.93,3,1
1.224,1.31,438.44,3,2
2.04,1.76,455.0,3,3
2.647,2.67,460.57,3,4
3.076,2.43,472.14,4,5
3.527,2.68,462.81,4,6
3.948,2.74,473.62,4,7
4.35,2.69,473.5,4,8
4.773,2.22,463.92,4,9
5.272,2.3,463.93,4,10
5.759,2.23,463.94,4,11
6.258,2.17,463.94,4,12
6.764,2.17,465.04,4,13
7.275,2.32,465.04,4,14
7.751,2.23,465.06,4,15
8.248,2.27,465.07,4,16
8.736,2.19,465.07,4,17
9.244,2.26,465.07,4,18
9.734,2.26,465.07,4,19
10.22,2.23,465.5,4,20
10.719,2.17,465.55,4,21
11.225,2.22,465.5,4,22
11.723,2.25,465.5,4,23
12.216,2.24,465.15,4,24
12.707,2.23,455.38,4,25
13.202,2.24,456.12,4,26
13.697,2.19,457.11,4,27
14.204,2.21,457.14,3,28
14.709,2.21,457.14,3,29
15.212,2.19,455.11,4,30
15.729,2.23,458.27,4,31
16.225,2.2,458.28,4,32
16.724,2.27,458.29,4,33
17.215,2.17,458.3,4,34
17.729,2.18,458.3,4,35
18.231,2.24,456.22,5,36
18.727,2.13,458.39,6,37
19.247,2.12,458.45,6,38
19.767,2.19,456.36,6,39
20.269,2.22,458.48,6,40
20.776,2.25,458.48,6,41
21.267,2.28,458.48,6,42
21.751,2.22,456.38,6,43
22.249,2.2,458.48,6,44
22.753,2.15,456.38,6,45
23.267,2.2,458.5,5,46
23.764,2.25,458.51,4,47
24.258,2.16,446.09,5,48
24.767,2.13,460.0,4,49
25.288,2.23,460.62,5,50
25.785,2.27,459.2,5,51
26.272,2.2,459.23,5,52
26.77,2.17,459.44,5,53
27.283,2.26,457.48,6,54
27.783,2.28,459.45,6,55
28.269,2.22,459.51,6,56
28.766,2.29,459.52,5,57
29.251,2.23,459.52,5,58
29.749,2.3,447.21,5,59
